text,true_label,predicted_label,compound_score
@twisted_utopia That sucks...Ty lives like an hour and a half away...we've seen each other 4 times in 2009 ,0,1,0.3612
"@kandeezy  We Should, We Got This. Haha ",1,1,0.4588
I love the theme song. &quot;It all started with the big bang BANG!!!&quot; ,1,1,0.7249
@Retrochick_uk oh probably PMT ;) and thoughtless men a bit too ,0,0,-0.2732
my heart is beating like a jungle drum.lalalalala ,1,0,-0.128
@Cshifty I want to go ,0,1,0.0772
I MISS HIM SO MUCH YOU KNOW. ,0,0,-0.1531
@FatDaddySweets such a good problem to have : D ,1,1,0.0516
yes i really want one to but i dont no where to fym a cool one ,0,1,0.7527
"@Poison__Pixie a lot of peeps say they couldn't live without iPhone, me being one of them ",1,0,0.0
@BryanAngelo is my Husband; I kinda-sorta love him back  ,1,1,0.6369
leaving in about an hour ,1,0,0.0
"@ForeverLuminous yeah, thats the problem with working for a small company and working the night shift ",0,0,-0.128
"There's a feeling I get, where I'm not sad, I'm not angry, but something is bothering me. When this happens, I 'cannot' listen to music. ",0,0,-0.1336
"@jayreddtv so I have decided I am going to discontinue my service!  sad, but true I am! When Idk yet... Gotta spread the word to fam!",0,1,0.4453
she hates me ,0,0,-0.4404
My favorite store. Drop my name when you go  http://www.alandales.com/,1,1,0.2263
Soaking in the sun ,1,0,0.0
@annNow no dreams ,0,1,0.128
Doin homework ,0,0,0.0
my mouse won't connect to my MB Pro today.  making today's work super frustrating. ,0,1,0.25
"@ZindelaYentl lol. Yea, they need some loving. Ha ha, cool man. ",1,1,0.9153
"@LAmale http://twitpic.com/5djj7 - lol, hilarious  wait...is it George Bush? The one who gets with a shoe or  sth",1,1,0.6705
Is waiting for lunch to get here... I cnt believe I eat lunch so late! I'm starving ,0,0,-0.5197
"@JeffTefertiller I just realized I didn't put his name on there but he is in the top 10, all 3 guys are very close. So my bad....  ",0,1,0.296
Looks like I won't be getting operated b4 my album release   Gonna surprise my pops at work and have lunch with him! Happy late Dad's day!,0,1,0.8353
@ericakelly01 I wish it was dry (94 w/ 112 heat index) I just want some cloud cover  enjoy the steam!,0,1,0.7574
@johnhalton Certainly is. I love Charlie and Lola ,1,1,0.765
Anyone have some super fun bridal shower game suggestions?  I'm throwing my sister her shower next weekend and need tips. ,1,1,0.802
"@AlanCarr hey, i love your acts and your really funny  and i loved SNP, do you have any idea when a new series will be coming back?!  x",1,1,0.9161
i wonder wen iz wal-mart walk 4 miracles iz  iz it dis weeek coming? i wonder if i should skip skool muhahahahaha!!!!,0,0,0.0
What perfect weather  enjoy your day twitter land. ,1,1,0.7845
@styleit did you get that Gelife mani done at Dashing Diva? Mine started falling off in a few days ,0,0,-0.1531
@JonathanRKnight didya get your cafe yet? ,1,0,0.0
"I didn't know that I'd have so much trouble with heat stress, that I'd turn out to be such a heat wimp w/o central AC; discouraging. ",0,0,-0.8773
Ohh hello hottie at Sunflower ;) too bad my Cordova sweatshirt is hella cockblocking ,0,0,-0.3818
"I think i just got another #BaliBelly.. gee..its been 7 years and finally i had twice, two days ago and today. I don't want it anymore ",0,0,-0.0572
@lozz at least hopeless romantics aren't dead. Yet. Nor they ever should be. ,1,1,0.5175
@TeeFly I get a chuckle out of the fact that my SN makes people hungry!! ,1,1,0.508
Finished off a cool piece. Unfortunately I had to stare at droopy old lady vag to accomplish that ,0,1,0.2263
@brenddaxo lmao youu do love boootay. Andd fml we're all having the same issue. ,0,1,0.8442
nds-roms.com is down the downloader doesnt work ,0,0,0.0
@ShamanicDreamer awww I wonder if whitey will be back ,1,0,0.0
Trying to be less unwell... ,0,0,0.0
"TUITION OVER  this new girl georgina in my class is so adorable really, super nice too",1,1,0.9127
@duff64    Hope Finland is treating you nicely. If you are there yet.   Have a wonderful European tour  ,1,1,0.8591
@beanatx oh no! ,0,0,-0.3595
Ow it hurts ,0,0,-0.4767
Wow its amazing how fast a year goes...@ William and Mary hall watching the class behind me graduate... ,0,1,0.8225
"@Theoneandonly08 No, I found it on my list ",1,0,-0.296
wonderful things this man does  http://www.flickr.com/photos/ilustraaimar/,1,1,0.5719
TGIF...the weekend is here. YAY!! ,1,1,0.6924
"@Piewacket1 OMG, really??? She is a persistant one ",0,0,0.0
"After readin hatz94's comment, i can't stop thinkin bout the recent school fight my friend got into... smashed his glasses... ",0,1,0.3586
"@sarahhummel oh noooo!!! we'll figure something out! oh dear, the wisdom teeth sound like a drag ",0,1,0.8302
@ChiSportsGal LOL! Seems that way! I have very busy days... I cough out a few in the mornings at times. ,1,1,0.627
I feel so wide awake but I'm not really. I want a cig. xP And share it with Patty-Cakes. He should buy some.  'CAUSE HE'S A SUUPA FGGT&lt;3,1,1,0.7129
Been working on getting and old site working on Railo 3.1. Getting there. Got SEF URL prob now tho. ,0,0,0.0
@kezzawezz Fookin ecstatic!!  lol........... I was like omg I didnt expect that :O  EEEEEEEEEE!! xxxx,1,1,0.8319
i think i'm going to follow the crowd and do a Heartless by Kanye West cover. video coming soon... ,1,0,-0.4939
Oh yea Happy Victoria Day!! Canadians!!! Que viva Victoria Day!!!  Yes no school!!!,1,1,0.7482
@kevlite mann imma b runnin around all damn day...I just wana sleep ,0,0,-0.4019
Twitpic on twitterberry's not working. Says file type not supported. ,0,0,-0.2411
At work on my day off - it sucks ,0,0,-0.3612
"http://twitpic.com/7h1m9 - When talking about Peter and London, makes me miss London last summer so much! ",0,0,-0.2244
@iamlauren i'll bring my laptop with me. just in case we get too bored... ) we have internet! ,1,0,0.0
Metal Gear Solid? Why not ,1,1,0.1531
"@sundayrevival it's over bb  but i'm okay with it, we haven't seen each other in awhile and we kind of grew apart.",0,1,0.3291
working on project with aline ,1,0,0.0
@AnimalLovers12 oh that's cruel  how can they choose which dog to keep. a dog is a member of our family,0,0,-0.5859
Workin @ the beach and then goin to Brooklyn ,1,0,0.0
@zigzagzara I guess it's carwash day eh? ,1,0,0.0
@Wizdom80 fyi she's not real : @Wizdom80 fyi she's not real  http://tinyurl.com/qo39c8,0,1,0.3818
@brittnybooze &amp; @Angelcutepie you guys should just go eat some chicken and be happy. ,1,1,0.5719
 This mood is more shittysweet then bitter. At least it's FINALLY gettin fixed. UGH.,0,0,-0.7647
I wish my toes were cute ,0,1,0.6908
"lol, all developers are grazing ",1,1,0.4215
Andy let me borrow his Ipod ;] all good. I can listen to Music once again! How do I celebrate? Listen to music! Misery Signals baby ,1,1,0.6229
@e_freckles Sooo I think I need a new Gaiman recommendation.  ,1,0,0.0
i think i have an eye infection ,0,0,0.0
where is Lilly???  ugh...  I do not like when she stays out all night. ,0,0,-0.3919
"@aguilarcamille undisclosed swiney catcher, but i will let you know when i find out!  oooh i hope it isnt andre leon taley",1,1,0.63
@TickleMeJoey Awe we love you guys too we definitley appriciate everything you guys do for us so you deserve to relax ,1,1,0.7964
"@LGiaPeace I love that guy! LOL, it was really funny though! Hope you're well this evening! ",1,1,0.9521
@DrDanN mmmmm what u make? I'm hungry ,0,0,0.0
I don't want this moment to ever end.  ?,1,0,-0.0572
God I hate it when I get my anxiety episodes just spent the last hour making sure no one was inside my house ,0,0,-0.4939
"follow @ryanstar ! he's a great singer, saw him in northampton opening up for cook! got to briefly meet him before the show! ",1,1,0.7163
@emotionalpedant That is so scary and sad. ,0,0,-0.8166
"@tphantom1 You, however, are an alumni and legally allowed to drink. No fair. ",0,1,0.128
tryin not to fall asleep at work... ,0,0,0.0
updating myspace atm (: add me myspace= www.myspace.com/thisaesthetickid bebo= www.bebo.com/ourannn msn= ask and ill approve. ,1,1,0.1027
watching Two can play that game...love this movie' wish I had someone to watch it w. ,0,1,0.6249
"@avidbookreader Yeah, it's on its flapping wings to here. No need to be sorry. Besides, I'm curious to see what it's like. ",1,1,0.5423
"regents tomorrow, well today ",0,1,0.2732
Tomorrow=yearbooks+him+tss+best friend~good day? YES ,1,1,0.5319
"@TomBeasley I have 44 you have 228! And I only talk to like 4 of them! Srsly, how? Why? O_o And yes, I hope it is! ",1,1,0.8332
"Homemade chicken bake, good friends, and awesome herbs  what more could I want?!?",1,1,0.9068
I'm rlly rlly mad at my mom! I hate where I live tooo!!! ,0,0,-0.8429
"back in tennant creek, the hol is over ",0,0,0.0
"@PeaceloveRachie rach, 2 things. 1: if it says he tweeted by text, he can't reply to people. and 2: he rarely replies to people.   ",0,0,0.0
@jonasbrothers http://twitpic.com/5cmep - OKAAAY I WILL STOP  Lyy,1,0,-0.4466
Cant eay all my jelly and icecream ,0,0,0.0
"My head hurts, right behind my eyes. ",0,0,-0.4767
"@Arwenn73  We currently live in Canada, where folks're generally a bit more progressive 'bout such things. Even in Alberta.",0,0,0.0
@officialmgnfox awww... what a wee shame ,0,0,-0.4767
"@cosita Morning! If I get to see it, I'll let you know. Right now, I'm going to go see Wolverine. ",1,0,0.0
"@Ryan_Tudor Haha, I dunno Ry, I just spoke to Bradders and he's convinced he pipped you to the post! ",1,1,0.7177
"@SonoranDragon Considering how high our unemployment rate is, it's amazing ours have not increased. Maybe our people are to lazy...   ",1,0,0.0222
"On the list of park closures - Calaveras Big Trees SP, where I'm headed this weekend. So glad to be visiting before it's too late. ",0,1,0.5095
getting ready for work...I'm tired of smelling like fries and looking like I had a fight with a milkshake!! (No not McDonald's hun)  ,0,1,0.3786
@MrsAminahaww ay que lindo tek is gonna cry wen u leave i'm allowed to i'm a lady ,0,0,-0.5106
@LaurenConrad hello!!cool that you vere soon ,1,0,0.0
"@AnniJB Of course i saw it  yeaaah. i know, it has many meanings  hahaha, fail ",1,0,0.0258
i cant move for the next hour lol. as my laptop battery if fully flat and the connection is loose!! ,0,1,0.2695
"im twittering, HAHA! and wanting wendy's ",0,1,0.6155
will be torn for years to come with David Letterman &amp; Conan on at the same time. ,0,0,-0.25
"@Pheona_Kin I expected a change from Niall, though not this extreme. But Donia seems like a different person! One I don't like! ",0,1,0.7955
Off to work at the church ,1,0,0.0
Jealous of everyone who has a long weekend as oppose to me who foes not ,0,0,-0.7184
@lifegrd31 i dont has bread at home ,0,0,0.0
"@KingdomGuard Twitters so f*d up, I FORGOT what I asked you.... &quot;L&quot; ",1,0,0.0
"@jhtatroe As it's June, I'll forgive you. ",1,1,0.2732
@adelablue You will! I'm still a dev living in Beijing ,1,0,0.0
@marue720 nope  i'm sooo curious....,0,0,0.0
home finally. in dire need of sleep ,0,0,-0.4588
@chocolateclair He's now at day 28. ,1,0,0.0
@heloloser aww.  i'm greatt thanks. been up to much?,0,1,0.4404
Make it go away... ,0,0,0.0
i always get stuck in traffic on the highway .. it never fails!  ,0,1,0.1591
"And wow, 2 babies in 18 months, you are a TROOPER, girl ",1,1,0.5859
@withinwithout I will call the venue to follow up on my email to Port Merch yesterday.  ,0,0,0.0
Feels great to see the 3.5G status!Yup 3G hs finally arrivd!..pity i cant use it on ma iphone ,0,1,0.6892
back to studying ,0,0,0.0
Neighbors=party busters. ,0,0,0.0
The Wilroc Strawberry Cup Racing on the Saturday was even better.  Awesome weekend of fun and racing adventure. ,1,1,0.9118
"Great weekend - cleaned out junk room, saw Star Trek (awesome!!), planted a red pepper plant, cooked fun dinners  Now back to work!",1,1,0.851
@ClareWhite 'hate' is a very strong word &amp; it should never be directed toward oneself! Especially when u have a non-human system to blame ,1,1,0.358
"things to look forward to: drivers ed, and no braces! woo! all happening within this week ",1,1,0.3578
@DerDonYogi Vicky's secret? Their trainer. And their consistency. Probably not the youth system though ,0,0,0.0
@missamander alright now get that pic up on facebook! ,1,1,0.3164
"#goodsex is when dude is hittin it from the back, and he smacks the shit outta yo ass, but you don't even feel it. ",1,1,0.0644
@RaceB Bummers. Nyquil works pretty good too;) Feel better ,0,1,0.8402
"@whiteangle We held out, Japanese people were making origami animals for Darcy   Had a great time, amazing place!",1,1,0.8478
"@DavidGuison Okay, you owe me some KFC brownies now! HOHO!  just eating apples.",0,1,0.3578
Fat pig of a dog has eaten all my flapjacks ,0,0,0.0
@inkedveggie yeah me to ,0,1,0.296
@NCStoked HAHAHAHA i will fo sho!!!  i miss you! ,0,0,-0.4153
"@_DEEWOODS k, but it will have to be a weekday, cause i work this weekend   I'll dm you my digits.",0,0,0.0
"another Darren Aronofsky film tonight, cant wait, Pi was amazing. housework time now  before dinner of spag bol",0,1,0.5859
Watching hannah montana ,1,0,0.0
@mileycyrus me &amp; @camileyx are watching Hannah Montana 3 ! here in Chile is not ended yet ,1,0,0.0
Hahaha yeah except i have no money ,0,1,0.5574
@JessicaFates i do want to but not sure if i can im so bored ,0,0,-0.71
"@digihal thx! this and search, will give u a kickass app ",1,1,0.4199
"Staying at the Ramada Inn-very nice! Awesome service at Faith Bible Baptist Church in Glen Falls, NY.  Tour is going great! Autumn JM",1,1,0.937
"True Blood season premiere last night. Don't tell me what happened, I'm not going to get to watch it until it comes out on DVD ",0,1,0.4215
@AlexisssO_O well igot confused on a diff question of fav song her fav arist is shania ,1,1,0.7003
watching One Tree Hill season 5 (best season) .. ahh one hour just isn't enough ,0,0,0.0
"Diversity were amazing, but I am sad Susan Boyle didn't win it - not sure why BGT ",0,0,-0.8519
@mbutler91 where am i going to send the fsign??reply asap! ,1,0,0.0
yuck. I really need to excercise. ,0,0,0.0
@margarita77 oh you saw the pictures? That's great! How are you doing today ,1,1,0.6588
@earlsatan ive been textin you back but idk if youre gettin them ,0,0,-0.1531
I post my number up online and never get called ,0,1,0.0772
@jokoness WOW! What's this partnership all about? ,1,1,0.7027
"watching SNL, and just about wet myself laughing at Celebrity Jeopardy! that is my all-time favorite sketch ",1,1,0.5255
Having someone in your office with you all day is no fun at all ,0,1,0.2732
currently playing some classic games in the Xbox Arcade ,1,1,0.2023
grabbing some food ,1,0,0.0
10k already exceeded and stil many things pending ,0,0,0.0
its only Tueday  ,0,0,0.0
"My cat pulled on the electrical plug until it was halfway out, then -- ZAP! Poor girl!  Now she's skittish and needs hugs and attention...",0,1,0.1739
@Leslie_Mills Luv ur tweets. They cheer me up at this difficult time. Mom's not doing well. Don't know what nxt few wks/mths will bring. ,0,0,-0.0999
